battery_id,cycle_offset,cap_mean,cap_std,retention_mean,retention_end,dcir_mean,dcir_max,dcir_end,temp_mean,rest_v_mean,cap_win_1_20_mean,dcir_win_1_20_mean,cap_slope_1_20,dcir_slope_1_20,ret_slope_1_20,cap_win_21_50_mean,dcir_win_21_50_mean,cap_slope_21_50,dcir_slope_21_50,ret_slope_21_50,cap_win_51_100_mean,dcir_win_51_100_mean,cap_slope_51_100,dcir_slope_51_100,ret_slope_51_100,cap_win_101_200_mean,dcir_win_101_200_mean,cap_slope_101_200,dcir_slope_101_200,ret_slope_101_200,overall_cap_slope,overall_dcir_slope,overall_retention_slope,cap_delta_200_1,dcir_delta_200_1,chemistry,temperature_c,nominal_capacity_ah,actual_eol_cycle,fade_per_cycle
BAT_001,0,3.2184085000000007,0.017434620953406043,0.9911939000000001,0.98371,32.329365300138896,53.28753796279295,53.01404153756089,17.903399999999998,4.177519500000001,3.245035,14.054038598149319,-0.00025781954887208413,0.19269645802239427,-7.952631578945651e-05,3.2373033333333336,18.969226085748012,-0.0002805561735261637,0.1982510232752802,-8.666740823136714e-05,3.224856,27.133441812817328,-0.000282496998799525,0.20091531754306677,-8.710876350540246e-05,3.204191,42.590434148514866,-0.00030772097209720854,0.20992338443345862,-9.470891089108687e-05,-0.0002899630240755941,0.20536370989860725,-8.928847221180136e-05,-0.05410000000000004,40.98728858878226,NMC,15.0,3.247,1762,8.804717079754433e-05
BAT_002,0,3.1299734999999997,0.016872687565364072,0.99143895,0.98387,34.18631323906571,57.07094169322358,56.77435371122499,17.9094,4.176835499999999,3.156635,14.256477343487362,-0.0001808270676690569,0.20982011678653165,-5.7661654135323594e-05,3.1481400000000006,19.672877289768916,-0.00038678531701892164,0.2179900561645503,-0.00012250945494993664,3.136418,28.467070398947023,-0.00025495798319327017,0.2194365850519868,-8.073277310924403e-05,3.1159689999999993,45.38593262302976,-0.00024450825082508406,0.22762163380977204,-7.747818781878092e-05,-0.00027827413185328915,0.22381005668804377,-8.816828170703861e-05,-0.05180000000000007,44.4690835043748,LCO,15.0,3.157,1647,8.627840403167285e-05
BAT_003,0,3.1931460000000005,0.018313453988391272,0.990736,0.98014,35.23440561735379,59.16428681339436,59.16428681339436,17.9051,4.1768075,3.2186350000000004,14.34355565724922,-0.0005309022556389382,0.2362863637493814,-0.0001650751879699071,3.2132000000000005,19.992258665161362,-0.0002778642936596325,0.22244321293367667,-8.606896551724736e-05,3.201848,29.185411559107447,-0.0002483745498199232,0.23158268619189298,-7.701608643457312e-05,3.177681,47.00971672415559,-0.00029384398439844314,0.240450186736341,-9.12217821782172e-05,-0.0003018619965499058,0.23530706168832366,-9.36875421885513e-05,-0.07069999999999999,46.990725719976716,NMC,15.0,3.223,1819,9.277791935428948e-05
BAT_004,0,3.16706,0.015144818507931736,0.9924978999999999,0.98331,37.14666939644739,62.76005489748008,62.76005489748008,17.9072,4.1764435,3.189115,14.571209096973877,-7.947368421042614e-05,0.25460853557105423,-2.5105263157866782e-05,3.183743333333333,20.69465953689817,-0.0002017130144605274,0.24913022926941406,-6.345050055616951e-05,3.1735299999999995,30.68791246455407,-0.00029466986794718456,0.2504620801776458,-9.241968787514974e-05,3.1544089999999994,49.826742880153525,-0.00022483708370837408,0.25668703654409136,-7.044464446444561e-05,-0.00024883072076800817,0.25338135445120313,-7.799065476636727e-05,-0.050899999999999945,50.58819511015517,NMC,15.0,3.191,1642,7.541117399171001e-05
BAT_005,0,3.150574,0.01833307207366762,0.99012305,0.98025,34.73697678309233,58.1104514550744,57.77370381718318,17.904,4.176215999999999,3.1781149999999996,14.292899490365766,-0.0001012781954886536,0.21085900037217664,-3.226315789472059e-05,3.1700666666666666,19.860721490629075,-0.00027167964404892995,0.22878287345034026,-8.53837597330341e-05,3.158254,28.887298040344863,-0.00031689315726291173,0.22673984990079638,-9.957839135654651e-05,3.1353779999999993,46.213508200750354,-0.00031909150915091075,0.23546422572524742,-0.00010034659465946711,-0.0003056032400809886,0.22971302558000614,-9.606044401109475e-05,-0.06009999999999982,45.34887535600277,NMC,15.0,3.182,1585,9.72254133867403e-05
BAT_006,0,3.1512450000000003,0.016556699444104556,0.99095715,0.98091,36.161081139442956,60.91496926042274,60.91496926042274,17.903299999999998,4.176787000000001,3.17507,14.474793097883042,2.676691729326438e-05,0.23285102967623775,7.72932330828206e-06,3.16912,20.412194185695586,-0.00039399332591768507,0.23981428689761392,-0.00012397775305895566,3.1580760000000003,29.958890752790744,-0.0002786650660263998,0.24038918643099483,-8.755774309723938e-05,3.137702,48.32410002720525,-0.000309198919891989,0.2501169027380133,-9.720744074407518e-05,-0.000275299332483306,0.24353311681637557,-8.656949673741844e-05,-0.05719999999999992,48.63628946098474,NMC,15.0,3.18,1971,8.91273261159599e-05
BAT_007,0,3.1688604999999996,0.015418154467572612,0.9921295000000001,0.98234,36.513982716472654,61.70341429784524,61.70341429784524,17.902150000000002,4.176934999999999,3.191675,14.50346750640269,-0.00020127819548864946,0.23386616209543998,-6.374436090225692e-05,3.184703333333333,20.531227288324406,-0.00027882091212459687,0.23904533224646243,-8.719243604004283e-05,3.1751679999999998,30.22972138401402,-0.0002721824729891953,0.24498385399314154,-8.525906362545125e-05,3.1563910000000006,48.853043053160434,-0.00026135553555355545,0.2523423056797723,-8.182016201620191e-05,-0.00025135160879021233,0.2469152046718897,-7.869246231155677e-05,-0.05469999999999997,49.249110330197894,NMC,15.0,3.194,1819,7.686227271752122e-05
BAT_008,0,3.1386380000000003,0.017218421127695,0.991044,0.97996,36.94864954381158,62.68670237212344,62.68670237212344,17.906000000000002,4.176077,3.1645149999999997,14.536475849923168,-0.0003322556390976873,0.24694209777834186,-0.00010467669172930559,3.1566933333333336,20.594011444793235,-0.00033276974416017284,0.2460036104380895,-0.00010538598442714526,3.1464160000000003,30.486144680540622,-0.00019002160864345862,0.24682916014890058,-6.001008403361267e-05,3.1241570000000003,49.56872814393026,-0.0002894275427542735,0.25809491589493533,-9.139369936993533e-05,-0.00028647416185403185,0.25231374503599363,-9.045346133653199e-05,-0.06590000000000007,50.26412011486498,NMC,15.0,3.167,1731,9.1505927878247e-05
BAT_009,0,3.1837575,0.015805191048207913,0.9915147999999999,0.98491,35.54526605434317,59.197305612234096,59.197305612234096,17.9065,4.177251,3.206535,14.411342649003908,-0.00035962406015026136,0.2238020079705371,-0.00011237593984960188,3.2012599999999996,20.15975977121282,-0.0003490989988876391,0.23510238473972297,-0.0001083559510567324,3.1901579999999994,29.52420582098032,-0.00021984633853540974,0.2347469064032317,-6.84691476590631e-05,3.170751,47.398232737031556,-0.0002658619861986164,0.2425912237357386,-8.284218421842151e-05,-0.00026044903622589365,0.23726002386944792,-8.11288832220773e-05,-0.05049999999999999,47.063112018510395,LCO,15.0,3.211,1780,8.616685809140728e-05
BAT_010,0,3.1561475000000003,0.016813822195865257,0.9912513,0.98388,36.63978898723572,61.476018747028704,61.46156739186293,17.90625,4.1766495,3.1820500000000003,14.516948659623438,-0.00014496240601499522,0.2451549133294924,-4.5503759398449974e-05,3.1738466666666665,20.470626053711616,-0.00019862068965517606,0.24212821487904782,-6.221134593993183e-05,3.1632399999999996,30.30580613159001,-0.000265584633853554,0.24537723987588933,-8.332052821128536e-05,3.1421109999999994,49.082097360638265,-0.0002783744374437497,0.25403261705388985,-8.743876387638824e-05,-0.0002800416260406341,0.24887042714043617,-8.794575864395951e-05,-0.04830000000000023,49.290023049202134,NMC,15.0,3.184,1431,8.789119398689984e-05
